filePath,SWC Categories
DAppSCAN-source/contracts/QuillAudits-Fundum Smart Contract/code/Fundum.sol,"SWC-103-Floating Pragma, SWC-116-Block values as a proxy for time"
DAppSCAN-source/contracts/HAECHI_AUDIT-Pickle_Finance/protocol-9b0f330a16bc35c964211feae3b335ab398c01b6/src/controller-v3.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/HAECHI_AUDIT-Pickle_Finance/protocol-9b0f330a16bc35c964211feae3b335ab398c01b6/src/strategies/curve/strategy-curve-scrv-v3_1.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Inspex-WusdAaveStrategy/WUSD-main/WusdAaveStrategy.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Mozart Finance/MasterChef0x254C3233C162CDe86f1b7a91Ac801B780f79d40D/MasterChef0x254C3233C162CDe86f1b7a91Ac801B780f79d40D.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/openzeppelin-SuperDAO_Promissory_Token/Superdao-Seed-Stage1-c20d6d45d911f59003122d97df701848cf597cab/contracts/PromissoryToken.sol,"SWC-101-Integer Overflow and Underflow, SWC-102-Outdated Compiler Version, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Chainsulting-MakiSwap/openzeppelin-contracts-3.2.0/contracts/access/AccessControl.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Hacken-Kyte.One/kyte-core-contracts-d5685ad1298cafe91bed5d96f34496ec93c50b3c/TokenVesting.sol,"SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/Iosiro-TMC Token Smart Contract Audit/ERC20-Contract-b923cde02d2fd928760cc1e810410c2064fe1530/ERC20_Contract.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/HAECHI_AUDIT-Fractional/contracts-37f9428fe9a5596c93ed9dfccb7be41afc0646ee/src/IndexERC721.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/HAECHI_AUDIT-Fractional/contracts-37f9428fe9a5596c93ed9dfccb7be41afc0646ee/src/ERC721TokenVault.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/Callisto_Network-IDEX Security Audit/idex-4a05eb28e570e9820066474ff2adc924ce7a27bd/MyToken.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Iosiro-ixo Smart Contract Audit/ixo-solidity-417c40f1bd6600e5d1d8b49d136f2b97a098591c/contracts/project/ProjectWalletAuthoriser.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/QuillAudits-MrWeb Finance Smart Contract/code/Token.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Iosiro-Thales Airdrop and Staking Smart Contract Audit/contracts-a7a15db435b70be959f36c64f4367d54d68f3848/VestingEscrow.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-CoinMama Token Smart Contract/CoinMamaToken-aec477aa949921a883faa694c690cc0ec26eacfd/CoinMama.sol,"SWC-102-Outdated Compiler Version, SWC-105-Unprotected Ether Withdrawal, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/PeckShield-dodo/dodo-smart-contract-d74964085d115022635dbfa07cf8396b8f450ab0/contracts/lib/SafeMath.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol,"SWC-114-Transaction Order Dependence, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/Vesting/Vesting.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/Liquidity/Pool.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/Asset/Asset.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/ERC20/ERC20.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-The Abyss DAICO Smart Contract Audit (New)/abyss-daico-21d6232a802cd966b86629cadeac0b7f3816f719/Crowdsale.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/QuillAudits-Backed Smart Contract/backed-token-contracts-de0d6e6e8484f6147322538d0ab2a77091beb7ba/contracts/BackedToken.sol,"SWC-119-Shadowing State Variables, SWC-100-Function Default Visibility"
DAppSCAN-source/contracts/Hacken-RedFox-V5/eth-bridge-contract-f0486c5e158bd29bc6280bc3844f7d689d4b7b19/contracts/ETHWAXBRIDGE.sol,SWC-135-Code With No Effects
"DAppSCAN-source/contracts/Inspex-SimpliChef, Token, ZapBSC & Broker/simpli-smart-contract-4823d1ebbd84a35dd7e8f9fd7f5207ef5c85c419/contracts/strategies/StratX2_PCS.sol",SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/MasterChef.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Trail_of_Bits-Opyn-Gamma-Protocol/GammaProtocol-9a75da2ad8beefdaa4caa97d17799b50552ca450/contracts/external/callees/TradeCallee.sol,SWC-115-Authorization through tx.origin
DAppSCAN-source/contracts/Trail_of_Bits-Opyn-Gamma-Protocol/GammaProtocol-9a75da2ad8beefdaa4caa97d17799b50552ca450/contracts/libs/FixedPointInt256.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-Opyn-Gamma-Protocol/GammaProtocol-9a75da2ad8beefdaa4caa97d17799b50552ca450/contracts/core/MarginCalculator.sol,"SWC-101-Integer Overflow and Underflow, SWC-131-Presence of unused variables"
DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/akropolis-vesting-7f4f4543b08d3749b92839c85e1d77a33d917a37/contracts/Migrations.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/AkropolisToken-28a415392489a1a88073c3d0fd22b141f4d3170e/contracts/Migrations.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/AkropolisToken-28a415392489a1a88073c3d0fd22b141f4d3170e/contracts/token/AkropolisToken.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/PepperSec-KICKTOKEN/public-audit-reports-master/sources/KIKCICO/kickico_token_v1.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V1/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/QuillAudits-Reality Cards-Reality Cards/RealityCards-Contracts-8c0b05b25a7deef25f98532ae2f8afd4f9a84360/contracts/RCTreasury.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-Reality Cards-Reality Cards/RealityCards-Contracts-8c0b05b25a7deef25f98532ae2f8afd4f9a84360/contracts/RCMarket.sol,SWC-123-Requirement Violation
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/GNTPaymentChannels.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/GolemNetworkToken.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/GolemNetworkTokenBatching.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/TokenProxy.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/GNTDeposit.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/ReceivingContract.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/Faucet.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Trail_of_Bits-golem/golem-contracts-62a1e0dab3baf8e9bff79b653dffa7df5f2d10a0/contracts/open_zeppelin/ERC20.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Ladle.sol,SWC-112-Delegatecall to Untrusted Callee
DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b/contracts/contracts/StakingProxyUniV3.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Hacken-Hyksos/hyksos-contracts-audit/HyksosCyberkongz.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Hacken-Hyksos/hyksos-contracts-audit/HyksosBase.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/Investment.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/profit/ProfitSplitter.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/depositary/AgregateDepositaryBalanceView.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Investment.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Market.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/profit/ProfitSplitter.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/depositary/RealAssetDepositaryBalanceView.sol,SWC-122-Lack of Proper Signature Verification
DAppSCAN-source/contracts/ImmuneBytes-BonFi(Liquidity)-Audit Report/code/Liquidity_v9(1).sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Trail_of_Bits-0x-protocol/0x-monorepo-abd479dc68fa75719647db261130418725fd40d5/contracts/exchange/contracts/src/MixinMatchOrders.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/Trail_of_Bits-0x-protocol/0x-monorepo-abd479dc68fa75719647db261130418725fd40d5/contracts/exchange/contracts/src/MixinSignatureValidator.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Trail_of_Bits-0x-protocol/0x-monorepo-abd479dc68fa75719647db261130418725fd40d5/contracts/exchange-libs/contracts/src/LibMath.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-0x-protocol/0x-monorepo-abd479dc68fa75719647db261130418725fd40d5/contracts/multisig/contracts/src/MultiSigWalletWithTimeLock.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-0x-protocol/0x-monorepo-abd479dc68fa75719647db261130418725fd40d5/contracts/multisig/contracts/src/MultiSigWallet.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Vault V2 (Solidity part)/yearn-vaults-54db126821c4d7aaaf5839be935cecb9b1bf088b/BaseStrategy.sol,"SWC-104-Unchecked Call Return Value, SWC-101-Integer Overflow and Underflow"
DAppSCAN-source/contracts/Hacken-Bolide-V1/contracts-9ca0cf09d7707bcbd942f0000f11059c5fb9c026/farming/contracts/libs/Migrations.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Coinspect-Liquity Audit/dev-dd7f59b980e7dab1cebc84c017db3a2c4caa522c/packages/contracts/contracts/BorrowerOperations.sol,SWC-105-Unprotected Ether Withdrawal
DAppSCAN-source/contracts/Hacken-Fidometa-V1/Smart_Contract-66f43e8644a20ed2ebbc4db94d6b2dcc797ac1c7/FidoMeta.sol,"SWC-101-Integer Overflow and Underflow, SWC-119-Shadowing State Variables, SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Inspex-SuperLauncher V.2/v2-core-ba2ce0aedbefd79d6f2154f7ccc4954bba33592a/MainWorkflow.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Coinfabrik-Security Audit – Send (SDT) Token Sale ICO Smart Contract/sdt-contracts-master/contracts/ISendToken.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/PeckShield-COIN98/code/code.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee/hardhat/contracts/PowerBombAvaxCurve.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee/hardhat/contracts/PowerBombOneCurve.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-de68879c3326452fa3fb8a87fdac3e91965f541c/hardhat/contracts/PowerBombFtmCurveGeist.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-AZTEC_Protocol/AZTEC-develop/packages/protocol/contracts/ACE/validators/joinSplit/JoinSplit.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-CompliFi/complifi-protocol-v1-912e93014aa16a9b6987556d971ed2b599b8cba7/contracts/DerivativeSpecification.sol,SWC-112-Delegatecall to Untrusted Callee
DAppSCAN-source/contracts/Trail_of_Bits-CompliFi/complifi-protocol-v1-912e93014aa16a9b6987556d971ed2b599b8cba7/contracts/Vault.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Trail_of_Bits-CompliFi/complifi-protocol-v1-912e93014aa16a9b6987556d971ed2b599b8cba7/contracts/VaultFactory.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/QuillAudits-PieDAO-ExperiPie/PieVaults-facf3c246d9c43f5b1e0bad7dc2b0a9a2a2393c5/contracts/factories/PieFactoryContract.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/QuillAudits-PieDAO-ExperiPie/PieVaults-facf3c246d9c43f5b1e0bad7dc2b0a9a2a2393c5/contracts/facets/Call/CallFacet.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/QuillAudits-PieDAO-ExperiPie/PieVaults-facf3c246d9c43f5b1e0bad7dc2b0a9a2a2393c5/contracts/facets/ERC20/ERC20Facet.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/QuillAudits-PieDAO-ExperiPie/PieVaults-facf3c246d9c43f5b1e0bad7dc2b0a9a2a2393c5/contracts/facets/Basket/BasketFacet.sol,"SWC-116-Block values as a proxy for time, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd/contracts/distribution/SkyRewardPool.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c/packages/contracts/contracts/TroveManager.sol,"SWC-104-Unchecked Call Return Value, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c/packages/contracts/contracts/LUSDToken.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c/packages/contracts/contracts/BorrowerOperations.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Inspex-CakeMaxi/bsc-alpaca-contract-20c4c545a0323b71d2969fd79db8316e60bc7d76/CakeMaxiWorker.sol,"SWC-102-Outdated Compiler Version, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/openzeppelin-WeTrust_ROSCA_contract_code/rosca-contracts-2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol,"SWC-102-Outdated Compiler Version, SWC-116-Block values as a proxy for time, SWC-101-Integer Overflow and Underflow, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Hacken-FoilNetwork/tge-seed-round-smart-contract-D3522A4628CE735058E57852AB1425600D296FC8/Lockup.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Bitbook Smart Contract V2/code/BitBookStake.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879/contracts/UniProxy.sol,"SWC-107-Reentrancy, SWC-105-Unprotected Ether Withdrawal, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879/contracts/Hypervisor.sol,"SWC-107-Reentrancy, SWC-105-Unprotected Ether Withdrawal, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Iosiro-Synthetix Vest Tool Smart Contract Audit/tokenvest-36573f264d42d4549b9f903a014783e01029c978/Vester.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Coinfabrik-Security Audit for Patientory (PTOY) Token ICO/smart-contracts-master/contracts/SafeMathLib.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code/Etherscan-0x9F599410D207f3D2828a8712e5e543AC2E040382.sol,"SWC-119-Shadowing State Variables, SWC-107-Reentrancy"
DAppSCAN-source/contracts/consensys-Zer0_zNS/zNS-b05e503ea1ee87dbe62b1d58426aaa518068e395/contracts/StakingController.sol,"SWC-117-Signature Malleability, SWC-122-Lack of Proper Signature Verification, SWC-105-Unprotected Ether Withdrawal"
DAppSCAN-source/contracts/consensys-Zer0_zNS/zNS-b05e503ea1ee87dbe62b1d58426aaa518068e395/contracts/Registrar.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-Dfyn Smart Contract/dual-farm-f44a4dcbeb41f38a9c02cb877a8c95b92685f972/contracts/StakingRewards.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version, SWC-120-Weak Sources of Randomness from Chain Attributes"
DAppSCAN-source/contracts/QuillAudits-Dfyn Smart Contract/dual-farm-f44a4dcbeb41f38a9c02cb877a8c95b92685f972/contracts/StakingRewardsFactory.sol,SWC-120-Weak Sources of Randomness from Chain Attributes
DAppSCAN-source/contracts/QuillAudits-BitDiamond Smart Contract/code/bitdiamond.sol,"SWC-119-Shadowing State Variables, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Trail_of_Bits-hermez/contracts-d52ed73a0c7deaf06fcb0f981e14326f95cd1b78/contracts/withdrawalDelayer/WithdrawalDelayer.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Trail_of_Bits-hermez/contracts-d52ed73a0c7deaf06fcb0f981e14326f95cd1b78/contracts/auction/HermezAuctionProtocol.sol,"SWC-101-Integer Overflow and Underflow, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Trail_of_Bits-hermez/contracts-d52ed73a0c7deaf06fcb0f981e14326f95cd1b78/contracts/hermez/Hermez.sol,"SWC-107-Reentrancy, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Coinfabrik-Worldbit Token Sale Smart Contract Audit/ico-445cc0c28894a85cb58f54631666deafdd35d859/contracts/Ownable.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Coinfabrik-Worldbit Token Sale Smart Contract Audit/ico-445cc0c28894a85cb58f54631666deafdd35d859/contracts/TokenTranchePricing.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-dharma-smartwallet/dharma-smart-wallet-b1d510d03b97a9c8457b9c0b9c91568a09ccc95d/contracts/factories/smart-wallet/DharmaSmartWalletFactoryV1.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/Trail_of_Bits-dharma-smartwallet/dharma-smart-wallet-b1d510d03b97a9c8457b9c0b9c91568a09ccc95d/contracts/registries/DharmaKeyRegistryV1.sol,SWC-121-Missing Protection against Signature Replay Attacks
DAppSCAN-source/contracts/Trail_of_Bits-dharma-smartwallet/dharma-smart-wallet-b1d510d03b97a9c8457b9c0b9c91568a09ccc95d/contracts/account-recovery/DharmaAccountRecoveryManager.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/consensys-Umbra_Smart_Contracts/umbra-protocol-fa2e17367d66a85f20c77299ded5942d9ab64fe0/contracts/contracts/Umbra.sol,SWC-121-Missing Protection against Signature Replay Attacks
DAppSCAN-source/contracts/Hacken-Forbitspace/forbitspaceX-bep20-19fc2b037b743e9f795709c72f004efe1109aaaf/contracts/libraries/Payment.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/QuillAudits-Lido-Aragon Voting/aragon-apps-8c46da8704d0011c42ece2896dbf4aeee069b84a/Voting.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-0x_Exchange_v4/protocol-475b608338561a1dce3199bfb9fb59ee9372149b/contracts/zero-ex/contracts/src/features/MetaTransactionsFeature.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/consensys-0x_Exchange_v4/protocol-475b608338561a1dce3199bfb9fb59ee9372149b/contracts/zero-ex/contracts/src/features/UniswapFeature.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/consensys-iExec_PoCo/PoCo-a4dfe7891ac60489809cdd4d9c491c8f2e107a82/contracts/modules/delegates/IexecAccessorsABILegacyDelegate.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/ImmuneBytes-NFY Trading Platform-Final Audit Report/NFY-Trading-Platform-a5c653e59aca07751c1b7891b7564cf3c4676511/contracts/NFYTradingPlatform.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/Blockchain Labs NZ-Zipper/zipt_token-0a3c4238353122cfc76b9fb01cd60b28b8b0c9e4/contracts/ZipToken.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/MateCore.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/UniswapHandler.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/Hacken-Mate/mate-contracts-8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe/OrderBook.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/workers/pcs/PancakeswapV2Worker02.sol,"SWC-102-Outdated Compiler Version, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Hacken-Pera Finance/peraplatform-main/TradeFarming.sol,SWC-126-Insufficient Gas Griefing
DAppSCAN-source/contracts/Byterocket-Invictus Capital Fund Contract[01.27.2022]/TransparentUpgradeableProxy0x04Fd86C321E53D6D0070d30eAEFD1d93790EA3d2/@openzeppelin/contracts/proxy/Proxy.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Inspex-Vault/aleswap-vault-efd3f777b2e9aaa2c635d3d0f463f1884e998112/contracts/strategies/Warden/StrategyWardenLP.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/SlowMist-eden-network Smart Contract Security Audit Report/governance-e7b55f6e3f9c0d3ede7fd8bb39ae4fa7a4f4e79e/contracts/DistributorGovernance.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/livepeer/Livepeer.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/matic/Matic.sol,"SWC-104-Unchecked Call Return Value, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/graph/Graph.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Inspex-Infinitee Vault/vault-be42b0fa7a71f64cc8ef855af911c9bd95ff68ff/Timelock.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Blockchain Labs NZ-Gifto/GiftoSmartContract-50e1f1895dd91a0dad0d4f0b2ea620e5827ed1fa/Gifto_TGE.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4/contracts/Holdefi.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4/contracts/HoldefiSettings.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-NomadLand Smart Contract/code/MainToken.sol,"SWC-101-Integer Overflow and Underflow, SWC-116-Block values as a proxy for time, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a/contracts/Liquidator.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd/PancakeByalanLP.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/openzeppelin-COSMOS_Fundraiser/fundraiser-lib-693cf3f32e9fd679216372876dda86fa57a3277e/src/truffle/contracts/Fundraiser.sol,"SWC-102-Outdated Compiler Version, SWC-101-Integer Overflow and Underflow, SWC-107-Reentrancy"
DAppSCAN-source/contracts/PeckShield-ERC20_AGRO/code/code.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Hacken-MetagamZ/MetagamZ-bbcc0341d584ddbfe46d0e9e5ae957a100158b6b/Vesting/Vesting.sol,"SWC-113-DoS with Failed Call, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/Chainsulting-Shopping-project1/openzeppelin-contracts-2.0.1/contracts/access/roles/CapperRole.sol,SWC-103-Floating Pragma
